id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,date,outbreak_occurred,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
49,"Kisii County is experiencing an increase in tuberculosis cases. Local hospitals have reported patients with cough, cough, and cough. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kisii,2025-09-03 15:44:32.903440,-0.2467592029315449,negative,"['tuberculosis', 'kisii']",0,0,news,,,Health workers respond to Tuberculosis cases in Kisii,Citizen Digital,https://synthetic-news.ke/article/1756903472_48,0.25,0,2025-09-03,0,False,False,262,36,1,0,1,1,0,0
50,Health officials in Machakos County have confirmed multiple cases of flu. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,machakos,2025-07-27 11:44:32.903440,-0.23517627799882956,negative,"['flu', 'machakos']",0,0,news,,,Health workers respond to Flu cases in Machakos,Capital FM,https://synthetic-news.ke/article/1753605872_49,0.75,0,2025-07-27,1,False,True,275,42,1,0,1,1,0,0
51,"Machakos County is experiencing an increase in typhoid cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",machakos,2025-10-01 07:44:32.903440,-0.3822145002686033,negative,"['typhoid', 'machakos']",0,0,news,,,Typhoid outbreak: Machakos County affected,KBC News,https://synthetic-news.ke/article/1759293872_50,0.25,0,2025-10-01,0,False,False,269,36,1,0,1,1,0,0
52,"Kilifi County is experiencing an increase in cholera cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kilifi,2025-09-09 19:44:32.903440,-0.20197511031208876,negative,"['cholera', 'kilifi']",0,0,news,,,Health workers respond to Cholera cases in Kilifi,Health Kenya,https://synthetic-news.ke/article/1757436272_51,0.75,0,2025-09-09,1,False,False,258,36,1,0,1,1,0,0
53,The Nakuru County health department is investigating a suspected measles outbreak. Several residents have presented with pain and pain. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nakuru,2025-08-17 17:44:32.903440,-0.2822961713212675,negative,"['measles', 'nakuru']",0,0,news,,,Residents urged to take precautions as Measles spreads in Nakuru,Health Kenya,https://synthetic-news.ke/article/1755441872_52,0.5,0,2025-08-17,1,False,True,268,36,1,0,1,1,0,0
54,The Kakamega County health department is investigating a suspected influenza outbreak. Several residents have presented with dizziness and dizziness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kakamega,2025-09-13 19:44:32.903440,-0.2874443307998613,negative,"['influenza', 'kakamega']",0,0,news,,,Health officials investigate Influenza outbreak in Kakamega,KBC News,https://synthetic-news.ke/article/1757781872_53,0.75,0,2025-09-13,1,False,True,282,36,1,0,1,1,0,0
55,Health officials in Kilifi County have confirmed multiple cases of tuberculosis. Residents are experiencing symptoms including headache and headache. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kilifi,2025-08-19 14:44:32.912841,-0.3533745743071022,negative,"['tuberculosis', 'kilifi']",0,0,news,,,Tuberculosis cases surge in Kilifi County,Capital FM,https://synthetic-news.ke/article/1755603872_54,0.25,0,2025-08-19,0,False,False,288,42,1,0,1,1,0,0
56,The Kisumu County health department is investigating a suspected measles outbreak. Several residents have presented with fatigue and fatigue. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kisumu,2025-08-05 22:44:32.914058,-0.2878847457923721,negative,"['measles', 'kisumu']",0,0,news,,,Kisumu hospitals overwhelmed with Measles patients,Capital FM,https://synthetic-news.ke/article/1754423072_55,0.5,0,2025-08-05,1,False,False,274,36,1,0,1,1,0,0
57,The Nairobi County health department is investigating a suspected covid outbreak. Several residents have presented with vomiting and vomiting. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nairobi,2025-08-23 19:44:32.914058,-0.25363203930611067,negative,"['covid', 'nairobi']",0,0,news,,,Covid outbreak: Nairobi County affected,KBC News,https://synthetic-news.ke/article/1755967472_56,0.75,0,2025-08-23,1,False,True,275,36,1,0,1,1,0,0
58,"Kakamega County is experiencing an increase in meningitis cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kakamega,2025-09-11 02:44:32.914058,-0.360588999424879,negative,"['meningitis', 'kakamega']",0,0,news,,,Meningitis outbreak: Kakamega County affected,Kenya Medical Times,https://synthetic-news.ke/article/1757547872_57,0.5,0,2025-09-11,1,False,False,263,36,1,0,1,1,0,0
59,"Mombasa County is experiencing an increase in flu cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",mombasa,2025-08-15 04:44:32.914058,-0.21920414349483447,negative,"['flu', 'mombasa']",0,0,news,,,Flu outbreak: Mombasa County affected,Kenya Medical Times,https://synthetic-news.ke/article/1755222272_58,0.75,0,2025-08-15,1,False,False,255,36,1,0,1,1,0,0
60,The Mombasa County health department is investigating a suspected meningitis outbreak. Several residents have presented with headache and headache. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,mombasa,2025-09-07 22:44:32.914058,-0.2684009655680022,negative,"['meningitis', 'mombasa']",0,0,news,,,Meningitis cases surge in Mombasa County,The Standard,https://synthetic-news.ke/article/1757274272_59,0.5,0,2025-09-07,1,False,True,280,36,1,0,1,1,0,0
61,Health officials in Mombasa County have confirmed multiple cases of measles. Residents are experiencing symptoms including fatigue and fatigue. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,mombasa,2025-07-23 19:44:32.914058,-0.362659136127343,negative,"['measles', 'mombasa']",0,0,news,,,Health workers respond to Measles cases in Mombasa,Kenya Health News,https://synthetic-news.ke/article/1753289072_60,0.25,0,2025-07-23,0,False,False,282,42,1,0,1,1,0,0
62,The Kilifi County health department is investigating a suspected yellow fever outbreak. Several residents have presented with chills and chills. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kilifi,2025-07-29 00:44:32.914058,-0.33855583637446585,negative,"['yellow fever', 'kilifi']",0,0,news,,,Kilifi hospitals overwhelmed with Yellow Fever patients,Capital FM,https://synthetic-news.ke/article/1753739072_61,0.75,0,2025-07-29,1,False,False,277,37,1,0,1,1,0,0
63,Health officials in Thika County have confirmed multiple cases of covid. Residents are experiencing symptoms including sweating and sweating. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,thika,2025-09-26 00:44:32.914058,-0.2833693620221207,negative,"['covid', 'thika']",0,0,news,,,Residents urged to take precautions as Covid spreads in Thika,Citizen Digital,https://synthetic-news.ke/article/1758836672_62,0.5,0,2025-09-26,1,False,False,280,42,1,0,1,1,0,0
64,The Kakamega County health department is investigating a suspected typhoid outbreak. Several residents have presented with cough and cough. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kakamega,2025-09-21 06:44:32.914058,-0.23688282474652222,negative,"['typhoid', 'kakamega']",0,0,news,,,Kakamega County reports increase in Typhoid infections,KBC News,https://synthetic-news.ke/article/1758426272_63,0.5,0,2025-09-21,1,False,True,272,36,1,0,1,1,0,0
65,Health officials in Machakos County have confirmed multiple cases of typhoid. Residents are experiencing symptoms including chills and chills. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,machakos,2025-08-20 13:44:32.914058,-0.2452102660766291,negative,"['typhoid', 'machakos']",0,0,news,,,Residents urged to take precautions as Typhoid spreads in Machakos,KBC News,https://synthetic-news.ke/article/1755686672_64,0.25,0,2025-08-20,0,False,False,281,42,1,0,1,1,0,0
66,Health officials in Machakos County have confirmed multiple cases of malaria. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,machakos,2025-09-27 22:44:32.914058,-0.3739228484255313,negative,"['malaria', 'machakos']",0,0,news,,,Machakos hospitals overwhelmed with Malaria patients,The Standard,https://synthetic-news.ke/article/1759002272_65,0.5,0,2025-09-27,1,False,True,281,42,1,0,1,1,0,0
67,"Garissa County is experiencing an increase in tuberculosis cases. Local hospitals have reported patients with fatigue, fatigue, and fatigue. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",garissa,2025-10-11 08:44:32.914058,-0.3522321665233407,negative,"['tuberculosis', 'garissa']",0,0,news,,,Garissa County reports increase in Tuberculosis infections,Kenya Medical Times,https://synthetic-news.ke/article/1760161472_66,0.25,0,2025-10-11,0,True,True,270,36,1,0,1,1,0,0
68,Health officials in Kisii County have confirmed multiple cases of yellow fever. Residents are experiencing symptoms including dizziness and dizziness. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kisii,2025-10-03 13:44:32.914058,-0.24525723984560116,negative,"['yellow fever', 'kisii']",0,0,news,,,Yellow Fever outbreak: Kisii County affected,Citizen Digital,https://synthetic-news.ke/article/1759488272_67,0.5,0,2025-10-03,1,False,False,289,43,1,0,1,1,0,0
69,The Meru County health department is investigating a suspected cholera outbreak. Several residents have presented with cough and cough. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,meru,2025-08-15 10:44:32.914058,-0.26424698046459677,negative,"['cholera', 'meru']",0,0,news,,,Health officials investigate Cholera outbreak in Meru,Daily Nation,https://synthetic-news.ke/article/1755243872_68,0.75,0,2025-08-15,1,False,False,268,36,1,0,1,1,0,0
70,The Kisumu County health department is investigating a suspected measles outbreak. Several residents have presented with cough and cough. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kisumu,2025-08-20 06:44:32.914058,-0.32357740117459327,negative,"['measles', 'kisumu']",0,0,news,,,Health workers respond to Measles cases in Kisumu,The Standard,https://synthetic-news.ke/article/1755661472_69,0.5,0,2025-08-20,1,False,False,270,36,1,0,1,1,0,0
71,Health officials in Mombasa County have confirmed multiple cases of measles. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,mombasa,2025-08-29 07:44:32.914058,-0.35995918192050574,negative,"['measles', 'mombasa']",0,0,news,,,Residents urged to take precautions as Measles spreads in Mombasa,Kenya Health News,https://synthetic-news.ke/article/1756442672_70,0.25,0,2025-08-29,0,False,False,280,42,1,0,1,1,0,0
72,The Nakuru County health department is investigating a suspected cholera outbreak. Several residents have presented with dizziness and dizziness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nakuru,2025-08-23 19:44:32.914058,-0.33344805620124146,negative,"['cholera', 'nakuru']",0,0,news,,,Health officials investigate Cholera outbreak in Nakuru,The Standard,https://synthetic-news.ke/article/1755967472_71,0.75,0,2025-08-23,1,False,True,278,36,1,0,1,1,0,0
73,The Garissa County health department is investigating a suspected flu outbreak. Several residents have presented with chills and chills. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,garissa,2025-07-18 05:44:32.914058,-0.3391457501405521,negative,"['flu', 'garissa']",0,0,news,,,Garissa County reports increase in Flu infections,Citizen Digital,https://synthetic-news.ke/article/1752806672_72,0.75,0,2025-07-18,1,False,False,269,36,1,0,1,1,0,0
74,Health officials in Kitale County have confirmed multiple cases of malaria. Residents are experiencing symptoms including vomiting and vomiting. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kitale,2025-09-03 16:44:32.929603,-0.38365044737311194,negative,"['malaria', 'kitale']",0,0,news,,,Residents urged to take precautions as Malaria spreads in Kitale,KBC News,https://synthetic-news.ke/article/1756907072_73,0.5,0,2025-09-03,1,False,False,283,42,1,0,1,1,0,0
